transaction_id,transaction_amount_usd,transaction_hour,day_of_week,device_type,merchant_category,channel,country,customer_tenure_months,prev_transactions_7d,previous_fraud_count,location_risk_score,is_international,distance_from_home_km,fraud
4808,151.24,17,1,web,grocery,ecommerce,EC,10,10,0,0.302,0,10.8,0
4809,155.68,17,1,android,restaurant,ecommerce,EC,52,14,0,0.384,0,34.7,1
4810,232.74,15,4,ios,fashion,card_present,EC,2,14,0,0.082,0,13.21,0
4811,258.87,8,2,android,pharmacy,card_present,EC,97,15,0,0.811,0,4.23,0
4812,180.05,14,0,pos_terminal,travel,card_present,EC,35,19,0,0.195,0,5.82,0
4813,241.93,8,0,pos_terminal,electronics,atm,CO,89,16,0,0.138,0,43.28,0
4814,237.64,15,6,ios,travel,wallet,EC,6,16,0,0.339,0,17.06,0
4815,282.15,6,3,android,pharmacy,card_present,EC,4,12,0,0.189,0,11.12,0
4816,37.21,19,4,web,electronics,card_present,CO,51,11,0,0.416,0,1.11,0
4817,1104.65,13,6,web,grocery,card_present,EC,95,8,0,0.078,0,3.99,0
4818,218.06,17,0,android,pharmacy,card_present,EC,98,9,0,0.555,0,39.02,0
4819,390.37,5,6,ios,pharmacy,card_present,EC,65,12,0,0.519,0,10.91,0
4820,81.46,19,4,android,pharmacy,card_present,EC,74,10,0,0.329,0,28.74,0
4821,168.31,19,4,android,electronics,wallet,US,83,11,0,0.052,0,29.67,0
4822,143.27,3,3,ios,pharmacy,card_present,EC,81,13,0,0.204,0,17.39,0
4823,795.02,8,4,ios,electronics,ecommerce,US,89,12,0,0.361,1,7.25,0
4824,153.54,16,1,ios,restaurant,card_present,ES,3,14,0,0.132,0,25.05,0
4825,449.91,20,2,ios,grocery,card_present,EC,51,17,0,0.161,0,28.6,0
4826,145.8,17,6,android,fashion,card_present,EC,101,10,0,0.539,0,27.88,0
4827,170.8,11,1,android,gaming,ecommerce,EC,53,8,0,0.378,0,16.17,0
4828,201.57,7,5,android,grocery,card_present,CO,17,13,1,0.372,0,13.3,0
4829,685.17,21,6,ios,grocery,ecommerce,EC,80,6,0,0.445,0,31.2,1
4830,54.09,20,4,android,restaurant,card_present,US,36,11,0,0.321,0,10.39,0
4831,85.63,21,2,web,pharmacy,wallet,EC,61,11,0,0.339,0,11.63,0
4832,51.66,7,5,web,fashion,card_present,CO,62,15,0,0.432,0,25.36,0
4833,102.78,10,5,web,fuel,wallet,CO,84,13,0,0.496,0,7.73,0
4834,128.16,5,3,pos_terminal,services,ecommerce,CO,112,8,0,0.44,0,38.43,0
4835,67.42,22,0,ios,fuel,wallet,EC,83,8,0,0.613,0,11.84,0
4836,136.36,20,3,pos_terminal,fashion,atm,CO,120,11,0,0.354,0,57.19,0
4837,48.95,4,3,web,restaurant,ecommerce,EC,2,16,0,0.108,0,25.72,0
4838,108.66,5,1,android,electronics,ecommerce,EC,94,7,0,0.546,0,17.64,0
4839,640.93,13,2,ios,grocery,ecommerce,PE,50,10,0,0.306,0,23.74,0
4840,338.82,9,1,android,grocery,wallet,EC,88,10,0,0.212,1,36.57,0
4841,285.02,11,4,web,fashion,ecommerce,EC,10,12,0,0.478,0,31.13,0
4842,109.99,8,3,ios,electronics,wallet,EC,63,14,0,0.417,0,4.81,0
4843,71.79,16,5,android,grocery,card_present,CO,3,5,0,0.12,0,44.49,0
4844,98.62,21,3,web,fashion,card_present,US,80,4,0,0.471,0,26.11,0
4845,236.99,22,4,web,pharmacy,card_present,EC,26,17,0,0.687,0,5.0,0
4846,491.34,10,5,web,grocery,ecommerce,EC,17,6,0,0.408,0,6.62,0
4847,504.96,19,1,ios,gaming,wallet,EC,9,9,0,0.304,0,1.61,0
4848,406.29,16,3,android,grocery,card_present,ES,32,12,0,0.05,0,46.4,0
4849,135.98,4,5,web,fashion,ecommerce,EC,116,8,0,0.719,0,42.56,1
4850,250.19,19,4,web,gaming,ecommerce,US,119,8,0,0.257,0,4.44,0
4851,189.71,8,1,ios,grocery,ecommerce,PE,9,10,0,0.097,0,13.43,0
4852,208.85,15,5,web,restaurant,card_present,EC,118,11,0,0.37,1,43.82,0
4853,1251.74,17,1,android,fuel,card_present,US,71,11,0,0.531,0,31.37,0
4854,59.92,22,6,ios,restaurant,ecommerce,CO,39,10,0,0.572,0,11.58,0
4855,203.33,22,4,android,grocery,card_present,ES,114,9,0,0.229,0,28.37,0
4856,646.77,19,2,pos_terminal,restaurant,ecommerce,EC,29,17,0,0.332,0,28.19,0
4857,75.93,12,1,ios,grocery,card_present,CO,21,12,0,0.35,0,9.86,0
4858,146.58,9,6,android,fashion,card_present,EC,27,9,0,0.526,0,2.85,0
4859,160.67,10,3,android,electronics,card_present,EC,17,10,0,0.457,0,12.14,0
4860,205.19,22,5,pos_terminal,fuel,card_present,EC,58,15,0,0.399,0,36.33,0
4861,68.43,4,5,pos_terminal,pharmacy,atm,EC,17,15,0,0.515,1,3.43,0
4862,394.97,12,0,web,electronics,ecommerce,EC,27,9,1,0.105,0,7.81,0
4863,418.06,16,4,ios,restaurant,card_present,US,44,9,0,0.426,0,16.29,0
4864,368.44,0,2,web,pharmacy,ecommerce,EC,78,17,0,0.39,0,16.15,0
4865,122.28,15,6,web,fashion,card_present,EC,103,10,0,0.341,0,22.73,0
4866,262.91,6,1,android,gaming,ecommerce,ES,9,5,0,0.305,0,17.56,0
4867,119.47,6,0,android,electronics,ecommerce,EC,76,7,0,0.374,0,9.45,0
4868,188.01,14,4,ios,grocery,wallet,EC,12,8,0,0.247,0,23.73,0
4869,1373.83,0,3,ios,grocery,card_present,EC,119,14,0,0.841,1,26.81,0
4870,264.84,3,3,ios,gaming,ecommerce,ES,33,14,0,0.595,0,6.05,0
4871,94.88,10,1,android,restaurant,card_present,ES,103,18,0,0.547,0,12.89,0
4872,283.4,14,3,web,grocery,ecommerce,EC,94,12,0,0.255,0,4.97,0
4873,83.19,2,6,web,fashion,card_present,EC,39,18,1,0.178,0,5.26,0
4874,94.01,8,5,web,electronics,wallet,EC,39,15,0,0.312,0,51.51,0
4875,106.66,7,6,ios,pharmacy,ecommerce,EC,38,15,0,0.371,1,6.94,0
4876,171.94,12,2,android,fashion,ecommerce,EC,56,18,0,0.089,0,11.71,0
4877,519.13,7,6,android,grocery,card_present,EC,53,13,0,0.436,0,10.07,0
4878,389.67,0,2,ios,grocery,card_present,PE,79,10,0,0.545,0,21.29,0
4879,372.78,12,6,android,restaurant,card_present,US,56,9,0,0.0,0,1.6,0
4880,101.84,20,6,web,grocery,card_present,US,95,16,0,0.188,0,0.81,0
4881,159.1,14,1,ios,services,card_present,EC,56,11,0,0.571,0,35.43,0
4882,304.96,8,6,web,gaming,card_present,EC,37,11,0,0.417,0,25.18,0
4883,148.4,11,4,ios,travel,card_present,ES,39,13,0,0.194,0,16.67,0
4884,196.35,3,5,android,fuel,ecommerce,EC,88,16,0,0.482,0,8.52,0
4885,349.21,5,4,web,grocery,ecommerce,EC,17,5,0,0.243,0,38.23,1
4886,185.6,10,1,ios,grocery,ecommerce,EC,34,13,0,0.307,0,9.97,0
4887,293.96,14,6,ios,grocery,wallet,EC,37,12,0,0.145,0,16.86,0
4888,877.23,11,0,web,restaurant,card_present,EC,77,8,2,0.353,0,21.33,0
4889,213.81,23,5,android,grocery,wallet,EC,15,13,0,0.533,0,76.89,0
4890,630.21,15,1,web,fuel,ecommerce,EC,54,7,0,0.264,0,25.55,0
4891,383.78,0,5,web,fuel,ecommerce,EC,81,17,0,0.466,0,26.17,0
4892,75.85,12,2,pos_terminal,services,wallet,EC,112,8,0,0.341,0,10.67,0
4893,101.58,13,1,web,fuel,wallet,CO,52,18,1,0.544,0,17.85,0
4894,125.93,1,1,android,restaurant,ecommerce,EC,118,8,0,0.267,0,7.86,0
4895,123.81,9,2,web,fashion,ecommerce,EC,73,10,0,0.63,0,3.12,0
4896,228.23,20,6,web,services,ecommerce,EC,93,14,0,0.473,0,36.11,0
4897,401.14,8,5,android,grocery,wallet,EC,29,12,0,0.394,0,56.78,0
4898,669.62,10,4,web,grocery,card_present,EC,110,19,0,0.4,0,9.76,0
4899,313.92,5,4,ios,restaurant,card_present,EC,31,3,0,0.266,0,8.82,0
4900,171.75,1,2,web,services,card_present,ES,16,14,0,0.255,0,15.08,0
4901,46.38,7,6,android,grocery,card_present,EC,9,7,0,0.397,0,22.47,0
4902,259.58,18,1,android,services,ecommerce,EC,79,13,0,0.134,0,11.45,0
4903,250.44,23,6,ios,fashion,ecommerce,EC,76,8,0,0.242,0,50.41,0
4904,283.99,15,2,android,restaurant,card_present,EC,24,13,0,0.181,0,0.99,0
4905,1322.89,19,2,pos_terminal,fuel,card_present,EC,106,17,0,0.453,0,11.55,0
4906,661.87,15,3,web,restaurant,card_present,US,33,13,0,0.456,0,14.59,0
4907,459.73,15,5,android,gaming,ecommerce,EC,73,8,0,0.578,0,7.65,0
4908,113.63,10,4,ios,fashion,card_present,EC,63,11,0,0.29,0,1.47,0
4909,162.75,1,5,pos_terminal,fuel,card_present,CO,71,22,0,0.205,0,68.73,0
4910,227.4,9,0,ios,restaurant,card_present,EC,89,13,0,0.086,0,6.53,0
4911,131.93,20,1,ios,fuel,ecommerce,US,112,12,0,0.399,1,10.35,0
4912,366.12,12,5,ios,pharmacy,card_present,EC,87,12,0,0.601,0,24.27,0
4913,326.4,18,6,android,fashion,ecommerce,EC,109,9,0,0.337,0,20.12,0
4914,102.71,1,0,ios,grocery,wallet,ES,105,13,0,0.355,0,37.53,0
4915,639.09,4,6,android,pharmacy,card_present,CO,43,11,0,0.349,0,6.97,0
4916,266.25,7,1,web,grocery,ecommerce,EC,67,11,0,0.396,0,15.23,0
4917,61.52,8,6,android,electronics,wallet,CO,23,10,1,0.529,0,19.39,0
4918,235.45,23,6,ios,restaurant,wallet,EC,112,18,0,0.695,0,3.51,0
4919,307.22,11,4,pos_terminal,grocery,ecommerce,EC,117,8,0,0.44,0,34.89,0
4920,534.23,15,1,ios,pharmacy,card_present,EC,107,6,0,0.452,0,28.24,0
4921,187.28,15,5,android,electronics,card_present,ES,89,10,0,0.307,0,24.91,0
4922,475.77,10,0,ios,fashion,atm,EC,102,11,0,0.331,0,25.86,0
4923,284.95,23,2,android,fuel,card_present,EC,96,11,0,0.328,0,3.28,0
4924,85.67,5,4,web,grocery,card_present,EC,27,12,0,0.284,1,9.22,0
4925,79.08,0,0,web,restaurant,card_present,US,31,7,0,0.373,0,55.44,0
4926,602.23,17,2,android,grocery,card_present,EC,64,14,0,0.462,0,23.35,0
4927,638.66,15,5,ios,fuel,ecommerce,EC,50,12,0,0.361,0,3.95,0
4928,317.64,6,0,ios,fashion,ecommerce,ES,89,13,0,0.3,0,39.04,0
4929,811.72,20,2,web,fuel,card_present,ES,89,11,0,0.373,0,11.47,0
4930,571.28,3,0,android,grocery,card_present,EC,118,14,0,0.177,1,4.44,0
4931,423.9,6,4,ios,gaming,ecommerce,PE,95,8,0,0.495,0,53.85,0
4932,118.34,3,0,pos_terminal,fashion,ecommerce,EC,1,10,0,0.276,0,21.14,0
4933,980.17,4,1,android,fashion,wallet,EC,41,16,0,0.142,0,33.45,0
4934,376.77,17,3,web,grocery,card_present,EC,39,9,0,0.433,0,30.06,0
4935,180.17,16,1,web,grocery,card_present,US,76,15,0,0.442,1,14.93,0
4936,143.73,15,1,android,grocery,wallet,CO,41,10,0,0.195,0,14.29,0
4937,301.27,20,5,pos_terminal,grocery,card_present,ES,118,2,0,0.462,0,34.17,0
4938,64.44,1,5,web,restaurant,card_present,CO,34,15,0,0.464,0,9.17,0
4939,429.37,14,0,ios,fuel,card_present,CO,52,13,0,0.705,0,55.35,0
4940,114.4,2,6,ios,grocery,card_present,PE,98,12,0,0.308,1,1.35,0
4941,329.99,22,3,ios,grocery,ecommerce,EC,44,16,0,0.34,1,37.58,0
4942,161.63,15,1,android,grocery,card_present,CO,5,19,0,0.241,0,24.65,0
4943,198.55,18,6,web,travel,card_present,EC,40,8,0,0.439,0,1.68,0
4944,133.9,13,2,ios,electronics,ecommerce,EC,43,19,0,0.349,0,24.09,0
4945,215.64,9,2,ios,grocery,card_present,EC,74,7,0,0.528,0,15.19,0
4946,1112.19,16,1,web,fashion,wallet,CO,86,11,0,0.272,1,32.14,0
4947,742.95,20,6,ios,restaurant,card_present,ES,66,6,0,0.435,0,9.83,0
4948,325.76,4,2,android,grocery,card_present,EC,49,11,0,0.307,0,19.22,0
4949,240.41,20,4,android,fuel,wallet,US,60,11,0,0.018,0,24.69,0
4950,482.0,17,1,pos_terminal,restaurant,card_present,CO,17,14,0,0.463,1,8.46,0
4951,605.81,2,6,ios,fuel,card_present,EC,21,16,0,0.035,0,33.94,0
4952,126.31,22,5,ios,fashion,ecommerce,CO,73,8,0,0.321,0,5.42,0
4953,230.59,4,3,ios,fashion,card_present,EC,104,9,0,0.324,0,20.4,0
4954,57.11,14,2,ios,services,card_present,EC,63,9,0,0.348,0,14.91,0
4955,602.49,3,4,ios,restaurant,ecommerce,EC,7,13,0,0.359,0,62.5,0
4956,1279.99,4,3,pos_terminal,grocery,ecommerce,EC,118,10,0,0.357,1,87.73,0
4957,261.56,15,6,android,fuel,ecommerce,EC,39,8,0,0.415,0,62.03,0
4958,44.82,16,4,android,fuel,card_present,EC,90,12,0,0.33,0,26.5,0
4959,399.29,16,0,pos_terminal,services,ecommerce,CO,108,7,0,0.821,0,22.42,0
4960,119.02,8,5,android,restaurant,wallet,EC,119,11,0,0.288,0,14.63,0
4961,144.3,19,1,pos_terminal,restaurant,atm,EC,14,15,0,0.13,0,31.35,0
4962,404.98,1,2,web,electronics,ecommerce,EC,22,10,0,0.096,1,64.7,1
4963,300.73,20,3,web,restaurant,ecommerce,EC,78,11,0,0.468,0,34.62,1
4964,166.02,7,1,android,grocery,ecommerce,US,92,11,0,0.064,0,16.75,0
4965,145.9,14,6,android,pharmacy,wallet,US,101,15,0,0.132,0,11.11,0
4966,271.31,21,6,android,fuel,card_present,CO,66,9,0,0.106,0,4.86,0
4967,176.8,6,1,ios,fuel,card_present,EC,19,13,0,0.432,0,14.22,0
4968,101.01,9,2,web,fuel,card_present,US,86,12,0,0.59,0,34.07,0
4969,188.02,19,2,ios,electronics,atm,EC,80,9,0,0.18,0,0.48,0
4970,321.91,20,4,android,grocery,wallet,EC,56,9,0,0.426,0,22.03,0
4971,212.75,5,4,android,travel,card_present,CO,77,23,0,0.0,0,18.88,0
4972,79.18,12,4,ios,restaurant,wallet,EC,25,9,0,0.216,0,14.51,0
4973,541.23,7,0,android,pharmacy,ecommerce,EC,98,13,0,0.458,0,2.11,0
4974,27.43,12,3,web,restaurant,wallet,US,5,7,0,0.294,0,15.02,0
4975,171.66,9,1,android,fashion,wallet,EC,101,13,0,0.529,0,9.6,0
4976,149.37,0,1,ios,travel,card_present,CO,101,14,0,0.0,0,7.55,0
4977,276.2,22,5,web,travel,card_present,EC,83,5,0,0.218,0,34.11,0
4978,384.49,15,0,ios,fuel,card_present,EC,98,16,0,0.431,0,51.37,0
4979,604.26,11,0,web,fuel,ecommerce,EC,110,8,0,0.429,0,16.25,0
4980,138.75,2,3,web,restaurant,ecommerce,EC,19,9,0,0.443,0,10.85,0
4981,392.23,1,5,android,pharmacy,ecommerce,EC,65,22,0,0.387,0,30.97,0
4982,286.93,11,3,android,electronics,ecommerce,CO,78,15,0,0.144,0,16.63,0
4983,62.39,15,1,web,pharmacy,ecommerce,EC,114,12,0,0.21,0,40.51,0
4984,1122.17,6,5,web,grocery,card_present,EC,89,5,1,0.767,0,14.66,0
4985,77.6,17,2,pos_terminal,pharmacy,wallet,EC,71,18,0,0.123,0,26.65,0
4986,343.16,9,4,android,electronics,ecommerce,EC,67,14,1,0.095,0,55.34,1
4987,335.14,0,1,pos_terminal,fuel,ecommerce,EC,17,14,0,0.472,0,43.69,0
4988,305.85,12,6,pos_terminal,fuel,card_present,EC,38,12,0,0.159,0,8.08,0
4989,165.16,4,1,android,fashion,card_present,CO,52,8,0,0.673,0,39.04,0
4990,475.51,0,6,android,electronics,card_present,CO,106,10,0,0.842,0,14.7,0
4991,70.41,3,2,ios,fuel,card_present,EC,104,12,0,0.307,0,6.98,0
4992,232.74,6,5,ios,electronics,ecommerce,EC,77,23,0,0.406,0,32.84,1
4993,156.25,12,3,android,fashion,ecommerce,EC,12,12,0,0.022,0,50.24,0
4994,142.7,23,0,android,restaurant,card_present,EC,87,16,0,0.536,0,6.79,0
4995,345.7,5,0,web,fuel,card_present,EC,55,11,0,0.0,0,11.32,0
4996,580.89,1,2,android,grocery,ecommerce,EC,78,6,0,0.109,1,12.08,0
4997,186.42,4,1,web,travel,atm,CO,52,13,0,0.371,0,9.7,0
4998,458.12,7,4,android,pharmacy,card_present,EC,87,16,0,0.449,1,18.4,0
4999,255.28,4,0,web,fashion,ecommerce,EC,26,14,0,0.083,0,24.52,0
5000,120.11,7,4,android,fashion,card_present,EC,17,6,0,0.252,0,19.89,0
5001,199.58,23,1,android,restaurant,ecommerce,EC,26,12,0,0.051,0,40.44,0
5002,193.06,9,1,web,grocery,ecommerce,EC,111,10,0,0.293,0,45.74,0
5003,140.51,15,2,android,gaming,ecommerce,EC,9,10,0,0.206,0,3.96,0
5004,345.63,16,4,android,electronics,ecommerce,EC,34,15,0,0.236,0,19.73,0
5005,295.98,3,2,ios,fuel,ecommerce,EC,41,12,0,0.467,1,11.2,0
5006,68.72,5,2,web,restaurant,wallet,EC,101,12,0,0.401,0,1.0,0
5007,65.46,9,2,web,fuel,card_present,CO,43,14,0,0.451,0,6.76,0
5008,344.58,11,2,android,pharmacy,card_present,EC,108,12,0,0.327,0,14.29,0
5009,127.79,0,2,pos_terminal,travel,card_present,CO,119,15,0,0.479,0,11.26,0
5010,312.38,15,5,android,gaming,wallet,ES,78,15,0,0.344,1,53.48,0
5011,458.21,7,4,web,restaurant,card_present,EC,41,9,0,0.262,0,4.03,0
5012,88.75,7,2,web,services,card_present,CO,72,10,0,0.453,0,35.39,0
5013,79.31,14,5,android,grocery,card_present,PE,80,11,0,0.274,0,10.25,0
5014,936.48,22,3,ios,pharmacy,card_present,US,13,11,0,0.291,0,13.53,0
5015,325.01,20,6,ios,restaurant,ecommerce,EC,100,15,0,0.542,0,23.26,0
5016,175.42,23,3,web,gaming,ecommerce,EC,52,10,0,0.525,0,15.39,0
5017,116.21,9,1,web,fashion,card_present,EC,102,17,0,0.297,0,5.65,0
5018,163.08,2,3,ios,restaurant,card_present,EC,74,11,0,0.507,1,0.32,0
5019,94.64,5,5,web,travel,wallet,EC,104,8,0,0.12,0,1.83,0
5020,497.36,8,1,android,fuel,ecommerce,US,9,13,0,0.298,0,4.88,0
5021,131.79,7,1,web,restaurant,wallet,CO,5,17,1,0.215,0,20.33,0
5022,588.4,4,4,ios,gaming,card_present,EC,13,8,0,0.35,0,57.78,0
5023,178.05,3,6,pos_terminal,fashion,ecommerce,EC,105,15,0,0.482,0,20.98,0
5024,106.47,4,2,web,restaurant,card_present,EC,120,13,0,0.45,0,26.89,0
5025,174.43,15,3,android,pharmacy,card_present,EC,120,10,0,0.426,0,39.06,0
5026,30.06,11,4,web,restaurant,card_present,EC,40,9,0,0.375,0,0.72,0
5027,222.73,0,4,web,fashion,card_present,PE,31,11,0,0.321,1,33.11,0
5028,214.11,13,1,web,travel,wallet,US,42,16,0,0.566,0,12.07,0
5029,474.56,20,2,android,fuel,card_present,EC,98,14,0,0.072,0,33.37,0
5030,54.25,10,6,web,services,card_present,EC,30,13,0,0.23,0,62.26,0
5031,621.46,7,6,android,electronics,ecommerce,EC,66,12,0,0.424,1,12.51,0
5032,472.99,6,5,web,electronics,wallet,ES,78,11,0,0.625,0,39.49,0
5033,667.95,9,0,ios,grocery,atm,EC,43,12,0,0.288,0,18.53,0
5034,235.19,6,2,android,grocery,card_present,EC,57,13,0,0.303,0,2.28,0
5035,552.09,22,0,web,grocery,atm,EC,80,18,0,0.118,0,14.15,0
5036,75.61,23,2,ios,pharmacy,card_present,EC,95,12,0,0.253,0,2.6,0
5037,433.99,8,6,android,fashion,ecommerce,EC,22,9,0,0.477,1,26.33,0
5038,132.38,22,2,web,fashion,ecommerce,EC,62,11,0,0.634,0,42.57,0
5039,65.46,20,1,android,pharmacy,wallet,EC,18,9,0,0.297,0,56.11,0
5040,99.81,1,5,android,gaming,card_present,CO,1,15,0,0.206,0,24.81,0
5041,246.41,11,5,web,restaurant,ecommerce,EC,78,12,0,0.363,0,2.34,1
5042,126.87,15,4,ios,grocery,ecommerce,EC,58,13,0,0.059,1,0.0,0
5043,331.44,10,5,android,fashion,card_present,EC,31,8,0,0.572,0,22.41,0
5044,57.74,10,4,android,gaming,wallet,EC,6,12,0,0.128,0,60.03,0
5045,44.74,11,4,ios,gaming,wallet,EC,114,9,0,0.406,0,5.95,0
5046,735.46,16,6,ios,fashion,ecommerce,EC,100,12,0,0.404,0,9.61,1
5047,505.54,7,2,ios,services,wallet,EC,113,8,0,0.463,0,27.39,0
5048,105.97,14,3,pos_terminal,fashion,ecommerce,ES,13,17,0,0.396,0,22.96,0
5049,244.74,5,3,android,pharmacy,ecommerce,ES,1,9,0,0.35,0,5.25,0
5050,554.57,21,4,web,services,ecommerce,EC,26,13,0,0.427,0,51.4,0
5051,343.07,2,3,ios,grocery,ecommerce,EC,12,25,0,0.5,0,21.01,0
5052,276.21,1,3,web,electronics,card_present,CO,55,12,0,0.673,0,4.92,0
5053,589.17,0,1,ios,restaurant,card_present,PE,78,11,0,0.152,1,5.09,0
5054,136.73,8,4,android,fashion,card_present,EC,23,18,0,0.019,0,21.12,0
5055,251.52,14,0,ios,services,ecommerce,EC,47,15,0,0.072,0,29.28,0
5056,241.85,23,3,web,fashion,card_present,EC,65,9,0,0.024,0,17.22,0
5057,197.23,10,2,android,pharmacy,card_present,EC,38,13,0,0.134,0,8.28,0
5058,179.6,4,5,android,grocery,card_present,CO,55,9,0,0.111,1,11.93,0
5059,260.05,8,3,web,services,wallet,PE,71,9,0,0.275,0,17.29,0
5060,252.17,3,0,web,fuel,wallet,EC,115,9,0,0.504,0,44.65,0
5061,106.04,11,3,ios,grocery,card_present,EC,37,10,0,0.463,0,23.64,0
5062,465.92,17,1,web,grocery,ecommerce,EC,10,9,0,0.238,0,35.9,0
5063,112.33,0,2,web,grocery,ecommerce,EC,105,8,0,0.254,0,21.11,0
5064,206.03,18,2,ios,restaurant,card_present,EC,69,13,0,0.712,0,0.45,0
5065,193.71,5,1,web,pharmacy,card_present,EC,57,10,0,0.457,0,32.16,0
5066,326.71,16,6,android,pharmacy,card_present,EC,87,15,0,0.381,0,2.42,0
5067,45.03,19,1,android,restaurant,card_present,EC,118,6,0,0.372,1,33.31,0
5068,500.35,18,3,web,restaurant,card_present,EC,15,8,0,0.298,0,73.85,0
5069,142.74,16,5,web,services,card_present,EC,104,7,0,0.711,0,18.41,0
5070,651.03,16,2,android,fashion,atm,CO,77,14,1,0.316,0,1.6,0
5071,167.34,4,6,web,fuel,ecommerce,EC,70,15,0,0.377,0,16.29,0
5072,235.92,3,2,android,grocery,card_present,EC,104,8,0,0.053,1,26.93,0
5073,1134.12,9,6,web,grocery,card_present,EC,36,10,0,0.235,0,5.55,0
5074,196.51,14,3,ios,grocery,card_present,EC,95,15,0,0.251,0,23.25,1
5075,660.94,14,0,ios,services,card_present,EC,69,16,0,0.438,0,2.49,0
5076,253.11,18,6,pos_terminal,fuel,card_present,ES,113,10,1,0.21,0,6.54,0
5077,342.04,7,6,ios,gaming,card_present,PE,56,15,0,0.359,0,55.44,0
5078,259.45,20,6,ios,fashion,card_present,EC,87,10,0,0.241,0,25.92,1
5079,483.41,10,0,android,grocery,ecommerce,EC,60,15,0,0.152,0,29.41,0
5080,141.76,5,5,android,grocery,wallet,EC,47,13,0,0.145,0,4.12,0
5081,111.65,17,2,pos_terminal,fashion,card_present,EC,45,15,0,0.319,0,29.41,0
5082,147.19,3,5,web,services,card_present,EC,111,13,0,0.369,0,12.52,0
5083,265.7,9,6,web,grocery,card_present,EC,101,6,0,0.315,0,28.59,0
5084,205.6,18,1,pos_terminal,gaming,card_present,EC,27,8,0,0.2,0,32.46,0
5085,433.03,18,2,android,electronics,card_present,US,104,12,0,0.325,0,21.09,0
5086,696.71,6,1,web,grocery,card_present,EC,70,10,0,0.292,0,8.08,0
5087,112.38,3,2,android,grocery,wallet,US,12,11,1,0.162,0,8.16,0
5088,136.38,0,4,web,grocery,ecommerce,EC,92,15,0,0.365,0,37.33,0
5089,77.76,2,2,web,restaurant,wallet,EC,19,12,0,0.676,0,33.35,0
5090,1244.99,19,4,web,services,ecommerce,US,105,9,0,0.323,1,26.86,0
5091,313.04,18,4,android,services,wallet,EC,54,12,0,0.087,0,6.37,0
5092,360.12,12,1,web,grocery,card_present,CO,110,11,0,0.614,1,19.56,1
5093,83.97,13,0,ios,restaurant,card_present,EC,58,9,0,0.576,0,22.1,0
5094,245.1,7,5,pos_terminal,fashion,ecommerce,EC,10,19,0,0.608,0,1.62,0
5095,368.7,4,1,ios,electronics,wallet,EC,92,13,0,0.342,0,3.47,0
5096,200.41,0,1,android,travel,wallet,EC,87,22,0,0.209,0,20.58,0
5097,580.07,16,4,web,electronics,card_present,CO,36,14,0,0.189,0,5.08,0
5098,1559.39,0,1,web,electronics,atm,EC,24,10,0,0.555,0,5.17,0
5099,115.0,2,1,android,services,ecommerce,PE,104,12,0,0.639,0,5.65,0
5100,108.3,19,2,ios,fuel,card_present,EC,94,16,0,0.184,0,39.23,0
5101,121.56,13,3,android,fuel,card_present,EC,36,14,0,0.0,0,28.49,0
5102,886.73,11,5,web,travel,ecommerce,EC,84,6,0,0.347,1,27.59,0
5103,564.8,5,6,ios,fashion,ecommerce,PE,29,11,0,0.187,1,7.45,0
5104,220.12,3,5,android,fashion,wallet,PE,21,17,0,0.223,0,0.81,0
5105,252.61,11,6,android,grocery,wallet,EC,80,16,0,0.307,0,23.91,0
5106,127.66,8,3,android,services,ecommerce,EC,100,17,0,0.424,0,2.69,0
5107,500.0,12,2,ios,restaurant,card_present,EC,111,14,0,0.209,0,11.16,0
5108,181.03,3,5,pos_terminal,travel,card_present,CO,55,13,0,0.374,0,19.22,0
5109,199.24,5,2,pos_terminal,restaurant,ecommerce,EC,17,12,1,0.327,0,20.7,0
5110,399.26,2,5,ios,services,card_present,ES,65,11,0,0.0,0,6.76,0
5111,211.07,10,6,pos_terminal,electronics,ecommerce,EC,82,11,1,0.448,0,34.31,0
5112,203.29,6,2,web,pharmacy,card_present,EC,117,12,0,0.269,0,15.63,0
5113,247.41,5,4,web,grocery,card_present,EC,13,9,0,0.123,0,14.18,0
5114,463.53,13,5,android,grocery,card_present,US,79,16,0,0.219,0,23.82,0
5115,915.78,11,5,web,gaming,wallet,EC,61,13,0,0.387,0,3.02,0
5116,391.89,5,1,pos_terminal,grocery,ecommerce,EC,71,15,0,0.358,0,33.14,0
5117,466.49,16,6,web,fuel,card_present,EC,11,13,0,0.466,0,24.73,0
5118,209.08,8,3,ios,travel,card_present,EC,2,11,0,0.429,0,3.32,0
5119,139.26,8,0,android,fashion,card_present,EC,73,11,0,0.139,1,6.75,0
5120,413.96,11,0,ios,services,wallet,EC,24,15,0,0.0,1,9.23,0
5121,281.34,3,5,web,fashion,card_present,CO,74,7,0,0.372,0,76.74,1
5122,78.61,10,2,android,grocery,card_present,PE,3,13,0,0.464,0,45.28,0
5123,188.69,13,0,ios,electronics,card_present,PE,96,14,0,0.314,0,32.01,0
5124,229.58,3,3,web,services,card_present,EC,40,16,0,0.469,1,39.56,0
5125,163.08,13,4,web,services,card_present,EC,54,13,0,0.17,0,34.17,0
5126,802.69,0,0,web,electronics,wallet,US,41,16,0,0.288,0,21.01,1
5127,360.13,14,2,web,restaurant,ecommerce,EC,50,9,0,0.184,0,37.8,0
